id,regime,step,timestamp,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms
leo-6350,leo,16,2026-02-04T15:14:40.750832171875Z,4283.9735,897.3330625,-5293.3,-0.8554154259149837,7.523830729808426,0.5776514538507362
leo-6350,leo,17,2026-02-04T15:16:22.79160365625Z,4169.353,1659.31225,-5200.4975,-1.3838207187190128,7.363228649887196,1.2354070140303046
leo-6350,leo,18,2026-02-04T15:18:04.8324972109375Z,4001.561,2400.033,-5041.176,-1.8943228484144565,7.108545066878292,1.8772929800492202
leo-6350,leo,19,2026-02-04T15:19:46.8732686953125Z,3782.7565,3110.036,-4817.3765,-2.380571721149681,6.76313854708237,2.495213396529325
leo-6350,leo,20,2026-02-04T15:21:28.9140401796875Z,3515.73025,3780.26475,-4531.949,-2.836533337071656,6.331480378487137,3.081361721063524
leo-6350,leo,21,2026-02-04T15:23:10.954933734375Z,3203.872,4402.175,-4188.527,-3.256526247855012,5.819046421787232,3.628288038552593
leo-6350,leo,22,2026-02-04T15:24:52.99570521875Z,2851.133,4967.8255,-3791.482,-3.635269947530738,5.232259049332591,4.129014989508538
leo-6350,leo,23,2026-02-04T15:26:35.036476703125Z,2461.9805,5469.9825,-3345.87125,-3.9679366062221417,4.578449312013857,4.577125086431921
leo-6350,leo,24,2026-02-04T15:28:17.0772481875Z,2041.350375,5902.2025,-2857.37525,-4.250225851909174,3.865772109465612,4.966853861220592
leo-6350,leo,25,2026-02-04T15:29:59.1182638125Z,1594.58675,6258.916,-2332.22675,-4.4784412752101135,3.103134861989882,5.293151519958503
